AFTER_TAX_YIELD,APPLIED_YIELD,AVG_ANNUAL_TAX_YIELD,BDBNS_ABL_CHNL_NM,BDBNS_ABL_CHNL_TCD,BD_INRT_TCD,BD_INTP_TCD,BD_KND,BD_OFR_TCD,BD_TISU_A,BUYABLE_QUANTITY,BUY_YIELD,CORP_AFTER_TAX_YIELD,CORP_PRETAX_YIELD,COV,CRD_GRD,CRD_GRD_DT,CURR_CD,DEPO_EQUIV_YIELD_154,DEPO_EQUIV_YIELD_495,DIRTY,DUR,EVAL_PRICE,EXG_CLOSE_PRICE,EXG_CLOSE_PRICE_BASE_DT,EXG_CLOSE_YIELD,EXRT_GRTE_ERN_R,EXRT_GRTE_ERN_R_TCD,EXRT_RPY_R,INFO_BASE_DT,INFO_SEQ,ISU_BAL_AMT,ISU_DT,MAT_DT,NDY_APPLIED_YIELD,NDY_COV,NDY_DIRTY,NDY_DUR,NDY_EVAL_PRICE,PD_ABRV_ENG_NM,PD_ABRV_NM,PD_CTRY_CD,PD_ENG_NM,PD_EXG_MKT,PD_NM,PD_NO,PD_PBCM,PD_PEN_TR_YN,PD_RISK_GCD,PD_RISK_NM,PD_STD_INFO_UPDATE,PREF_TAX_YIELD,REMAINING_DAYS,SALE_YIELD_BASE_DT,SRFC_IRT,STD_PD_MCLS_NM,STD_PD_SCLS_NM,TRADE_PRICE,drv_is_perpetual,drv_maturity_status,drv_is_matured,drv_is_buyable,drv_crd_grd_norm,drv_crd_grd_rank,drv_risk_grade,drv_std_info_lag_days,drv_is_intl_bond
3.6718,3.973,0.0,온오프 겸용,0,고정금리,복리채,지역개발채,공모,68164040000,0.0,3.939,3.6718,4.0806,9.6294,,,KRW,4.34,5.478,10152.91,2.6967,10152.91,,,,0.0,99,100.0,2026-08-21,2,67967640000.0,2024-05-31,2029-05-31,3.973,9.5969,10153.98,2.7041,10153.98,KYUNGKI PROVINCIAL24-05,경기지역개발24-05,KR,KYUNGKI PROVINCIAL DEVELOPMENT24-05,장외,경기지역개발채권 24-05,KR2044032E52,경기도,Y,16,매우낮은위험(6등급),2026-08-21,3.8285,1014.0,2026-08-21,2.5,국공채,지역개발,10162.0,N,active,N,Y,,,6,1,N
4.3229,5.007,0.0,온오프 겸용,0,고정금리,이표채,할부금융채,공모,210000000000,0.0,4.988,4.3229,4.9915,2.3234,A0,2026-02-04,KRW,5.109,5.628,9924.09,1.4004,9924.09,,,,0.0,99,100.0,2026-08-21,2,210000000000.0,2026-02-04,2028-02-04,5.007,2.3155,9925.43,1.3998,9925.43,KIC133,한국투자캐피탈133,KR,Korea Investment Capital133,장외,한국투자캐피탈133,KR6214341G28,한국투자캐피탈(주),Y,14,보통위험(4등급),2026-08-21,4.5791,532.0,2026-08-21,4.321,회사채,일반사채,9926.0,N,active,N,Y,A,6,4,1,N
,3.143,,,,고정금리,복리채,지역개발채,공모,100060450000,,,,,0.4962,,,KRW,,,10390.19,0.4374,10390.19,,,,0.0,99,100.0,2026-08-21,1,99961455000.0,2022-01-31,2027-01-31,3.143,0.4561,10391.07,0.4372,10391.07,KYUNGKI PROVINCIAL22-01,경기지역개발22-01,KR,KYUNGKI PROVINCIAL DEVELOPMENT22-01,장외,경기지역개발채권 22-01,KR2044022C15,경기도,Y,16,매우낮은위험(6등급),2026-08-21,,163.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.272,,,,고정금리,복리채,지역개발채,공모,23905620000,,,,,0.8125,,,KRW,,,10330.39,0.5949,10330.39,,,,0.0,99,100.0,2026-08-21,1,23833725000.0,2022-03-31,2027-03-31,3.272,0.7737,10331.3,0.595,10331.3,CHUNNAM PROVINCIAL22-03,전남지역개발22-03,KR,CHUNNAM PROVINCIAL DEVELOPMENT22-03,장외,전남지역개발채권 22-03,KR2066022C34,전남광주통합특별시,Y,16,매우낮은위험(6등급),2026-08-21,,222.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.464,,,,고정금리,복리채,지역개발채,공모,20554925000,,,,,1.6857,,,KRW,,,10202.86,0.9185,10202.86,,,,0.0,99,100.0,2026-08-21,1,20527160000.0,2022-07-31,2027-07-31,3.464,1.6718,10203.8,0.9193,10203.8,KYUNGBUK PROVINCIAL22-07,경북지역개발22-07,KR,KYUNGBUK PROVINCIAL DEVELOPMENT22-07,장외,경북지역개발채권 22-07,KR2077022C72,경상북도,Y,16,매우낮은위험(6등급),2026-08-21,,344.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.501,,,,고정금리,복리채,지역개발채,공모,5774050000,,,,,1.9315,,,KRW,,,10169.88,1.0008,10169.88,,,,0.0,99,100.0,2026-08-21,1,5754310000.0,2022-08-31,2027-08-31,3.501,1.9227,10170.86,1.0018,10170.86,KYUNGNAM PROVINCIAL22-08,경남지역개발22-08,KR,KYUNGNAM PROVINCIAL DEVELOPMENT22-08,장외,경남지역개발채권 22-08,KR2088022C87,경상남도,Y,16,매우낮은위험(6등급),2026-08-21,,375.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,2.897,,,,고정금리,복리채,지역개발채,공모,3403545000,,,,,0.069,,,KRW,,,10502.69,0.1072,10502.69,,,,0.0,99,100.0,2026-08-21,1,3403545000.0,2021-09-30,2026-09-30,2.897,0.0523,10503.52,0.1057,10503.52,SEJONG PROVINCIAL21-09,세종지역개발21-09,KR,SEJONG PROVINCIAL DEVELOPMENT21-09,장외,세종지역개발채권21-09,KR2101012B99,세종특별자치시,N,16,매우낮은위험(6등급),2026-08-21,,40.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.464,,,,고정금리,복리채,지역개발채,공모,3537245000,,,,,1.6857,,,KRW,,,10202.86,0.9185,10202.86,,,,0.0,99,100.0,2026-08-21,1,3536520000.0,2022-07-31,2027-07-31,3.464,1.6718,10203.8,0.9193,10203.8,SEJONG PROVINCIAL22-07,세종지역개발22-07,KR,SEJONG PROVINCIAL DEVELOPMENT22-07,장외,세종지역개발채권22-07,KR2101012C72,세종특별자치시,N,16,매우낮은위험(6등급),2026-08-21,,344.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,4.343,,,,고정금리,복리채,지역개발채,공모,8436260000,,,,,27.8186,,,KRW,,,8915.46,4.87,8915.46,,,,0.0,99,100.0,2026-08-21,1,8367785000.0,2026-08-31,2031-08-31,4.343,27.7951,8916.51,4.8854,8916.51,Jeonnam-Gwangju Prov26-08,전남광주지역개발26-08,KR,Jeonnam-Gwangju Provincial Development26-08,장외,전남광주통합특별시지역개발채권 26-08,KR2106012G85,전남광주통합특별시,Y,16,매우낮은위험(6등급),2026-08-21,,1836.0,,2.0,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.792,,,,고정금리,이표채,특수은행채,공모,400000000000,,,,,260.2168,AA0,2025-11-13,KRW,,,9630.1,6.4669,9630.1,,,,0.0,99,100.0,2026-08-21,1,400000000000.0,2025-11-13,2030-11-13,3.792,260.148,9631.02,7.9207,9631.02,IBK CoCoBond(PWD)2511C(HY)perpA-13(S),기업은행 조건부(상)2511이(신)영A-13(사),KR,Industrial BANK of Korea CoCoBond(PWD)2511C(HY)perpA-13(S),장외,중소기업은행 조건부자본증권(상)2511이(신)영A-13(사)(조건상각/콜/후),KR310507GFB1,(주)중소기업은행,N,12,높은위험(2등급),2026-08-21,,1545.0,,3.58,특수채,특수은행채,,N,active,N,Y,AA,3,2,1,N
,3.038,,,,고정금리,이표채,일반특수법인채,공모,200000000000,,,,,0.0454,AAA,2021-10-01,KRW,,,10075.69,0.1103,10075.69,,,,0.0,99,100.0,2026-08-21,1,200000000000.0,2021-10-01,2026-10-01,3.038,0.0373,10076.53,0.1085,10076.53,KEPCO1075,한국전력1075,KR,KOREA ELECTRIC POWER CORPCORPORATION1075,장외,한국전력공사채권1075,KR350101GBA5,한국전력공사(주),N,16,매우낮은위험(6등급),2026-08-21,,41.0,,2.2,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,3.902,,,,고정금리,이표채,일반특수법인채,공모,180000000000,,,,,2.5651,AAA,2021-02-26,KRW,,,9723.7,1.4791,9723.7,,,,0.0,99,100.0,2026-08-21,1,180000000000.0,2021-02-26,2028-02-26,3.902,2.5584,9724.73,1.4783,9724.73,KOREA L&H392,토지주택채권392,KR,KOREA LAND & HOUSING CORPORATION392,장외,토지주택채권 392,KR356105GB20,한국토지주택공사,Y,16,매우낮은위험(6등급),2026-08-21,,554.0,,1.734,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.562,,,,고정금리,이표채,일반은행채,공모,323000000000,,,,,122.2115,AA-,2022-05-03,KRW,,,9927.19,4.3924,9927.19,,,,0.0,99,100.0,2026-08-21,1,323000000000.0,2022-05-03,2027-05-03,4.562,144.3771,9928.27,6.5893,9928.27,SHINHAN BANK26-05COUP5@(Hyb-P),신한은행26-05-이-영구5갑(신),KR,SHINHAN BANK26-05COUP5@(Hyb-P),장외,신한은행26-05-이-영구5갑(신)(조건상각/콜/후),KR6000012C56,(주)신한은행,Y,11,매우높은위험(1등급),2026-08-21,,255.0,,4.5,회사채,은행채,,N,active,N,Y,AA-,4,1,1,N
,5.007,,,,고정금리,이표채,일반회사채,공모,85000000000,,,,,15.9069,A0,2025-09-30,KRW,,,9424.88,3.7922,9424.88,,,,0.0,99,100.0,2026-08-21,1,85000000000.0,2025-09-30,2030-09-30,5.007,15.8898,9426.16,3.7942,9426.16,KAL112-2,대한항공112-2,KR,KOREAN AIR LINES112-2,장외,대한항공112-2,KR6003492F98,(주)대한항공,Y,14,보통위험(4등급),2026-08-21,,1501.0,,3.324,회사채,일반사채,,N,active,N,Y,A,6,4,1,N
,4.692,,,,고정금리,이표채,일반회사채,공모,90000000000,,,,,6.2697,A0,2025-05-15,KRW,,,10134.55,2.3409,10134.55,,,,0.0,99,100.0,2026-08-21,1,90000000000.0,2024-02-28,2029-02-28,4.692,6.2594,10135.84,2.3411,10135.84,KAL106-3,대한항공106-3,KR,KOREAN AIR LINES106-3,장외,대한항공106-3,KR6003493E23,(주)대한항공,Y,14,보통위험(4등급),2026-08-21,,922.0,,4.794,회사채,일반사채,,N,active,N,Y,A,6,4,1,N
,4.231,,,,고정금리,이표채,할부금융채,공모,60000000000,,,,,0.4492,A+,2025-06-17,KRW,,,10018.84,0.5619,10018.84,0.0,,0.0,0.0,99,100.0,2026-08-21,1,60000000000.0,2025-06-17,2027-03-17,4.231,0.4445,10019.99,0.5604,10019.99,MERITZ CAPITAL279-3,메리츠캐피탈279-3,KR,MERITZ CAPITAL279-3,장내,메리츠캐피탈 279-3,KR6169373F67,메리츠캐피탈(주),N,14,보통위험(4등급),2026-08-21,,208.0,,3.479,회사채,일반사채,,N,active,N,Y,A+,5,4,1,N
,4.518,,,,고정금리,이표채,일반회사채,공모,140000000000,,,,,16.9693,AA+,2025-11-28,KRW,,,9718.22,3.9039,9718.22,,,,0.0,99,100.0,2026-08-21,1,140000000000.0,2025-11-28,2030-11-28,4.518,16.9531,9719.42,3.9056,9719.42,SK317-2,SK317-2,KR,SK 317-2,장외,SK 317-2,KR6034732FB5,SK(주),N,15,낮은위험(5등급),2026-08-21,,1560.0,,3.575,회사채,일반사채,,N,active,N,Y,AA+,2,5,1,N
,4.709,,,,고정금리,이표채,일반회사채,공모,81000000000,,,,,3.8868,A-,2025-11-28,KRW,,,9904.29,1.8383,9904.29,,,,0.0,99,100.0,2026-08-21,1,81000000000.0,2025-07-24,2028-07-24,4.709,3.877,9905.54,1.8382,9905.54,HANWHA OCEAN11-2,한화오션11-2,KR,HANWHA OCEAN11-2,장외,한화오션11-2,KR6042662F74,한화오션(주),N,14,보통위험(4등급),2026-08-21,,703.0,,4.02,회사채,일반사채,,N,active,N,Y,A-,7,4,1,N
,4.508,,,,고정금리,이표채,할부금융채,공모,10000000000,,,,,10.1379,AA-,2019-10-31,KRW,,,9507.59,3.0305,9507.59,,,,0.0,99,100.0,2026-08-21,1,10000000000.0,2019-10-31,2029-10-31,4.508,10.1241,9508.74,3.0314,9508.74,HYUNDAI COMMERCIAL366,현대커머셜366,KR,HYUNDAI COMMERCIAL366,장외,현대커머셜366,KR60959219A1,현대커머셜(주),Y,15,낮은위험(5등급),2026-08-21,,1167.0,,2.791,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,3.831,,,,고정금리,이표채,금융지주회사채,공모,400000000000,,,,,257.0365,AA-,2025-11-27,KRW,,,9835.11,7.6482,9835.11,,,,0.0,99,100.0,2026-08-21,1,400000000000.0,2025-11-27,2030-11-27,3.831,256.9721,9836.0,11.2215,9836.0,HNFG CoCo Bond(PWD)18,하나금융조건부(상)18,KR,HANA Financial Contingent Convertible Bond(PWD)18,장외,하나금융지주 조건부자본증권(상)18(조건상각/콜/후),KR6086791FB8,(주)하나금융지주,N,11,매우높은위험(1등급),2026-08-21,,1559.0,,3.69,회사채,일반사채,,N,active,N,Y,AA-,4,1,1,N
,4.578,,,,고정금리,이표채,일반회사채,공모,120000000000,,,,,7.1152,AA-,2026-04-21,KRW,,,9929.46,2.5133,9929.46,,,,0.0,99,100.0,2026-08-21,1,120000000000.0,2026-04-24,2029-04-24,4.578,7.1031,9930.68,2.5138,9930.68,POONGSAN CORPORATION110,풍산110,KR,POONGSAN CORPORATION110,장외,풍산110,KR6103141G41,(주)풍산,N,15,낮은위험(5등급),2026-08-21,,977.0,,4.171,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,4.09,,,,고정금리,이표채,국고채권,공모,11519300000000,,,,,17.4936,,,KRW,,,10350.38,3.8549,10350.38,,,,0.0,99,100.0,2026-08-21,1,8351900000000.001,2010-12-10,2030-12-10,4.09,17.4709,10351.52,3.8596,10351.52,KTB04750-3012(10-7),국고04750-3012(10-7),KR,KOREA TREASURY BOND04750-3012(10-7),장외,국고채권 04750-3012(10-7),KR10350270C0,대한민국,Y,16,매우낮은위험(6등급),2026-08-21,,1572.0,,4.75,국공채,국고채,,N,active,N,Y,,,6,1,N
,2.974,,,,고정금리,복리채,도시철도공채,공모,66649370000,,,,,0.241,,,KRW,,,10622.6,0.2714,10622.6,,,,0.0,99,100.0,2026-08-21,1,66557510000.0,2019-11-30,2026-11-30,2.974,0.208,10623.46,0.2705,10623.46,SEOUL SUBWAY19-11,서울도시철도19-11,KR,SEOUL METROPOLITAN CITY SUBWAY BOND19-11,장외,서울도시철도공채증권 19-11,KR20010249B7,서울특별시,Y,16,매우낮은위험(6등급),2026-08-21,,101.0,,1.0,국공채,도시철도,,N,active,N,Y,,,6,1,N
,3.999,,,,고정금리,복리채,도시철도공채,공모,63507180000,,,,,10.1467,,,KRW,,,9573.76,2.7756,9573.76,,,,0.0,99,100.0,2026-08-21,1,63423875000.0,2022-06-30,2029-06-30,3.999,10.1196,9574.77,2.783,9574.77,SEOUL SUBWAY22-06,서울도시철도22-06,KR,SEOUL METROPOLITAN CITY SUBWAY BOND22-06,장외,서울도시철도공채증권 22-06,KR2001024C62,서울특별시,Y,16,매우낮은위험(6등급),2026-08-21,,1044.0,,1.0,국공채,도시철도,,N,active,N,Y,,,6,1,N
,3.39,,,,고정금리,복리채,지역개발채,공모,7222050000,,,,,1.2125,,,KRW,,,10266.15,0.7569,10266.15,,,,0.0,99,100.0,2026-08-21,1,7213085000.0,2022-05-31,2027-05-31,3.39,1.1828,10267.08,0.7575,10267.08,DAEJON PROVINCIAL22-05,대전지역개발22-05,KR,DAEJON PROVINCIAL DEVELOPMENT22-05,장외,대전지역개발채권22-05,KR2003022C52,대전광역시,Y,16,매우낮은위험(6등급),2026-08-21,,283.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,2.926,,,,고정금리,복리채,지역개발채,공모,13367930000,,,,,0.1464,,,KRW,,,10476.4,0.1907,10476.4,,,,0.0,99,100.0,2026-08-21,1,13366905000.0,2021-10-31,2026-10-31,2.926,0.1203,10477.23,0.1895,10477.23,INCHEON PROVINCIAL21-10,인천지역개발21-10,KR,INCHEON PROVINCIAL DEVELOPMENT21-10,장외,인천지역개발채권 21-10,KR2004022BA7,인천광역시,Y,16,매우낮은위험(6등급),2026-08-21,,71.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,4.13,,,,고정금리,복리채,지역개발채,공모,6998815000,,,,,18.6593,,,KRW,,,9379.28,3.9071,9379.28,,,,0.0,99,100.0,2026-08-21,1,6979050000.0,2025-08-31,2030-08-31,4.13,18.6396,9380.34,3.9185,9380.34,INCHEON PROVINCIAL25-08,인천지역개발25-08,KR,INCHEON PROVINCIAL DEVELOPMENT25-08,장외,인천지역개발채권 25-08,KR2004022F81,인천광역시,N,16,매우낮은위험(6등급),2026-08-21,,1471.0,,2.0,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.336,,,,고정금리,복리채,도시철도공채,공모,12174340000,,,,,1.0,,,KRW,,,10298.82,0.6746,10298.82,,,,0.0,99,100.0,2026-08-21,1,12171580000.0,2022-04-30,2027-04-30,3.336,0.9648,10299.74,0.675,10299.74,BUSAN SUBWAY22-04,부산도시철도22-04,KR,BUSAN SUBWAY22-04,장외,부산도시철도공채증권 22-04,KR2006014C48,부산광역시,Y,16,매우낮은위험(6등급),2026-08-21,,252.0,,1.05,국공채,도시철도,,N,active,N,Y,,,6,1,N
,4.165,,,,고정금리,복리채,지역개발채,공모,1886205000,,,,,20.0291,,,KRW,,,9302.0,4.0696,9302.0,,,,0.0,99,100.0,2026-08-21,1,1883325000.0,2025-10-31,2030-10-31,4.165,19.9958,9303.05,4.082,9303.05,BUSAN PROVINCIAL25-10,부산지역개발25-10,KR,BUSAN PROVINCIAL DEVELOPMENT25-10,장외,부산지역개발채권 25-10,KR2006022FA6,부산광역시,N,16,매우낮은위험(6등급),2026-08-21,,1532.0,,2.0,국공채,지역개발,,N,active,N,Y,,,6,1,N
,4.064,,,,고정금리,복리채,도시철도공채,공모,3295425000,,,,,12.8697,,,KRW,,,9927.77,3.1819,9927.77,,,,0.0,99,100.0,2026-08-21,1,3294660000.0,2024-11-30,2029-11-30,4.064,12.8327,9928.86,3.1911,9928.86,BUSAN SUBWAY24-11,부산도시철도24-11,KR,BUSAN SUBWAY24-11,장외,부산도시철도공채증권 24-11,KR2006024EB3,부산광역시,Y,16,매우낮은위험(6등급),2026-08-21,,1197.0,,2.5,국공채,도시철도,,N,active,N,Y,,,6,1,N
,3.557,,,,고정금리,복리채,지역개발채,공모,2206930000,,,,,2.3767,,,KRW,,,10104.19,1.1643,10104.19,,,,0.0,99,100.0,2026-08-21,1,2206930000.0,2022-10-31,2027-10-31,3.557,2.3489,10105.17,1.1662,10105.17,DAEGU PROVINCIAL22-10,대구지역개발22-10,KR,DAEGU PROVINCIAL DEVELOPMENT22-10,장외,대구지역개발채권 22-10,KR2007012CA3,대구광역시,Y,16,매우낮은위험(6등급),2026-08-21,,436.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
3.4027,3.585,0.0,온오프 겸용,0,고정금리,복리채,국민주택1종,공모,1005785150000,0.0,3.569,3.4027,3.6103,3.4801,,,KRW,4.022,5.827,10108.07,1.4851,10108.07,,,,0.0,99,100.0,2026-08-21,2,1000822120000.0,2023-02-28,2028-02-29,3.585,3.4393,10109.05,1.4883,10109.05,KNHB (Ⅰ)23-02,국민주택1종23-02,KR,KOREA NATIONAL HOUSING BOND (Ⅰ)23-02,장외,국민주택1종채권 23-02,KR101501DD21,대한민국,Y,16,매우낮은위험(6등급),2026-08-21,3.4822,557.0,2026-08-21,1.3,국공채,국민주택,10110.0,N,active,N,Y,,,6,1,N
3.7582,4.246,0.0,온오프 겸용,0,고정금리,이표채,국고채권,공모,14169000000000,0.0,4.204,3.7582,4.2845,41.1545,,,KRW,4.442,5.134,9479.54,5.9986,9479.54,,,,0.0,99,100.0,2026-08-21,2,15035000000000.0,2023-06-10,2033-06-10,4.246,41.1252,9480.63,6.0074,9480.63,KTB03250-3306(23-5),국고03250-3306(23-5),KR,KOREA TREASURY BOND03250-3306(23-5),장외,국고채권 03250-3306(23-5),KR103502GD64,대한민국,Y,16,매우낮은위험(6등급),2026-08-21,3.9598,2485.0,2026-08-21,3.25,국공채,국고채,9503.0,N,active,N,Y,,,6,1,N
4.7557,4.715,0.0,온오프 겸용,0,고정금리,이표채,국고채권,공모,18460000000000,0.0,4.675,4.7557,5.3493,403.1408,,,KRW,5.621,6.814,7081.76,17.2048,7081.76,,,,0.0,99,100.0,2026-08-21,2,19790000000000.0,2024-09-10,2054-09-10,4.715,403.0952,7082.66,17.2372,7082.66,KTB02750-5409(24-8),국고02750-5409(24-8),KR,KOREA TREASURY BOND02750-5409(24-8),장외,국고채권 02750-5409(24-8),KR103502GE97,대한민국,Y,16,매우낮은위험(6등급),2026-08-21,4.9831,10247.0,2026-08-21,2.75,국공채,국고채,7130.0,N,active,N,Y,,,6,1,N
3.4647,3.828,0.0,온오프 겸용,0,고정금리,복리채,도시철도공채,공모,7417160000,0.0,3.793,3.4647,3.8642,5.6803,,,KRW,4.095,5.109,10484.02,1.9708,10484.02,,,,0.0,99,100.0,2026-08-21,2,7414325000.0,2023-08-31,2028-08-31,3.828,5.6679,10485.12,1.9751,10485.12,BUSAN SUBWAY23-08,부산도시철도23-08,KR,BUSAN SUBWAY23-08,장외,부산도시철도공채증권 23-08,KR2006024D86,부산광역시,Y,16,매우낮은위험(6등급),2026-08-21,3.6178,741.0,2026-08-21,2.5,국공채,도시철도,10491.0,N,active,N,Y,,,6,1,N
3.2741,3.64,0.0,온오프 겸용,0,고정금리,복리채,지역개발채,공모,16832790000,0.0,3.622,3.2741,3.6675,3.193,,,KRW,3.87,4.758,10741.99,1.4099,10741.99,,,,0.0,99,100.0,2026-08-21,2,16827020000.0,2023-01-31,2028-01-31,3.64,3.1526,10743.05,1.4128,10743.05,CHUNGBUK PROVINCIAL23-01,충북지역개발23-01,KR,CHUNGBUK PROVINCIAL DEVELOPMENT23-01,장외,충북지역개발채권 23-01,KR2033012D19,충청북도,Y,16,매우낮은위험(6등급),2026-08-21,3.4248,528.0,2026-08-21,2.5,국공채,지역개발,10744.0,N,active,N,Y,,,6,1,N
3.5175,3.858,0.0,온오프 겸용,0,고정금리,복리채,지역개발채,공모,72634245000,0.0,3.822,3.5175,3.9198,6.8382,,,KRW,4.157,5.201,10378.27,2.2144,10378.27,,,,0.0,99,100.0,2026-08-21,2,72477575000.0,2023-11-30,2028-11-30,3.858,6.8033,10379.36,2.2201,10379.36,KYUNGKI PROVINCIAL23-11,경기지역개발23-11,KR,KYUNGKI PROVINCIAL DEVELOPMENT23-11,장외,경기지역개발채권 23-11,KR2044022DB3,경기도,Y,16,매우낮은위험(6등급),2026-08-21,3.6717,832.0,2026-08-21,2.5,국공채,지역개발,10386.0,N,active,N,Y,,,6,1,N
3.405,3.557,0.0,온오프 겸용,0,고정금리,복리채,지역개발채,공모,6255365000,0.0,3.542,3.405,3.5707,2.3767,,,KRW,4.024,6.012,10104.19,1.1643,10104.19,,,,0.0,99,100.0,2026-08-21,2,6219425000.0,2022-10-31,2027-10-31,3.557,2.3489,10105.17,1.1662,10105.17,KYUNGNAM PROVINCIAL22-10,경남지역개발22-10,KR,KYUNGNAM PROVINCIAL DEVELOPMENT22-10,장외,경남지역개발채권 22-10,KR2088012CA5,경상남도,Y,16,매우낮은위험(6등급),2026-08-21,3.4688,436.0,2026-08-21,1.05,국공채,지역개발,10105.0,N,active,N,Y,,,6,1,N
3.8378,4.018,0.0,온오프 겸용,0,고정금리,이표채,일반특수법인채,공모,90000000000,0.0,3.992,3.8378,4.0664,4.4719,AAA,2019-09-04,KRW,4.536,6.596,9523.36,1.9898,9523.36,,,,0.0,99,100.0,2026-08-21,2,90000000000.0,2019-09-04,2028-09-04,4.018,4.4624,9524.4,1.9894,9524.4,KOGAS397,한국가스공사397,KR,KOREA GAS397,장외,한국가스공사 397,KR350801G996,한국가스공사(주),Y,16,매우낮은위험(6등급),2026-08-21,3.9254,745.0,2026-08-21,1.417,특수채,공사채,9528.0,N,active,N,Y,AAA,1,6,1,N
3.8632,4.579,0.0,온오프 겸용,0,고정금리,이표채,일반회사채,공모,60000000000,0.0,4.556,3.8632,4.5556,0.9277,A-,2026-07-20,KRW,4.566,4.614,10019.31,0.9172,10019.31,,,,0.0,99,100.0,2026-08-21,2,60000000000.0,2026-07-30,2027-07-30,4.579,0.9236,10020.55,0.9155,10020.55,SK ecoplant186-1,SK에코플랜트186-1,KR,SK ecoplant186-1,장외,SK에코플랜트186-1,KR6003341G74,SK에코플랜트(주),Y,14,보통위험(4등급),2026-08-21,4.1285,343.0,2026-08-21,4.5,회사채,일반사채,10021.0,N,active,N,Y,A-,7,4,1,N
3.9584,4.752,0.0,온오프 겸용,0,고정금리,이표채,일반회사채,공모,195000000000,0.0,4.719,3.9584,4.6771,7.6644,A0,2026-05-27,KRW,4.678,4.687,10079.45,2.5985,10079.45,,,,0.0,99,100.0,2026-08-21,2,195000000000.0,2026-06-11,2029-06-11,4.752,7.6522,10080.74,2.5991,10080.74,KAL118-2,대한항공118-2,KR,KOREAN AIR LINES118-2,장외,대한항공118-2,KR6003492G63,(주)대한항공,Y,14,보통위험(4등급),2026-08-21,4.2338,1025.0,2026-08-21,4.71,회사채,일반사채,10088.0,N,active,N,Y,A,6,4,1,N
,4.071,,,,고정금리,복리채,지역개발채,공모,4963005000,,,,,13.4582,,,KRW,,,9891.91,3.2645,9891.91,,,,0.0,99,100.0,2026-08-21,1,4963005000.0,2024-12-31,2029-12-31,4.071,13.4179,9892.99,3.2741,9892.99,DAEGU PROVINCIAL24-12,대구지역개발24-12,KR,DAEGU PROVINCIAL DEVELOPMENT24-12,장외,대구지역개발채권 24-12,KR2007012EC5,대구광역시,N,16,매우낮은위험(6등급),2026-08-21,,1228.0,,2.5,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.336,,,,고정금리,복리채,지역개발채,공모,9616145000,,,,,1.0,,,KRW,,,10298.82,0.6746,10298.82,,,,0.0,99,100.0,2026-08-21,1,9603685000.0,2022-04-30,2027-04-30,3.336,0.9648,10299.74,0.675,10299.74,ULSAN PROVINCIAL22-04,울산지역개발22-04,KR,ULSAN PROVINCIAL DEVELOPMENT22-04,장외,울산지역개발채권 22-04,KR2008012C46,울산광역시,Y,16,매우낮은위험(6등급),2026-08-21,,252.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.557,,,,고정금리,복리채,지역개발채,공모,14332030000,,,,,2.3767,,,KRW,,,10104.19,1.1643,10104.19,,,,0.0,99,100.0,2026-08-21,1,14263225000.0,2022-10-31,2027-10-31,3.557,2.3489,10105.17,1.1662,10105.17,CHUNGNAM PROVINCIAL22-10,충남지역개발22-10,KR,CHUNGNAM PROVINCIAL DEVELOPMENT22-10,장외,충남지역개발채권 22-10,KR2022022CA3,충청남도,Y,16,매우낮은위험(6등급),2026-08-21,,436.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
,3.583,,,,고정금리,복리채,지역개발채,공모,115789090000,,,,,2.624,,,KRW,,,10071.63,1.2446,10071.63,,,,0.0,99,100.0,2026-08-21,1,115617325000.0,2022-11-30,2027-11-30,3.583,2.5901,10072.61,1.2468,10072.61,KYUNGKI PROVINCIAL22-11,경기지역개발22-11,KR,KYUNGKI PROVINCIAL DEVELOPMENT22-11,장외,경기지역개발채권 22-11,KR2044022CB5,경기도,Y,16,매우낮은위험(6등급),2026-08-21,,466.0,,1.05,국공채,지역개발,,N,active,N,Y,,,6,1,N
