AFTER_TAX_YIELD,APPLIED_YIELD,AVG_ANNUAL_TAX_YIELD,BDBNS_ABL_CHNL_NM,BDBNS_ABL_CHNL_TCD,BD_INRT_TCD,BD_INTP_TCD,BD_KND,BD_OFR_TCD,BD_TISU_A,BUYABLE_QUANTITY,BUY_YIELD,CORP_AFTER_TAX_YIELD,CORP_PRETAX_YIELD,COV,CRD_GRD,CRD_GRD_DT,CURR_CD,DEPO_EQUIV_YIELD_154,DEPO_EQUIV_YIELD_495,DIRTY,DUR,EVAL_PRICE,EXG_CLOSE_PRICE,EXG_CLOSE_PRICE_BASE_DT,EXG_CLOSE_YIELD,EXRT_GRTE_ERN_R,EXRT_GRTE_ERN_R_TCD,EXRT_RPY_R,INFO_BASE_DT,INFO_SEQ,ISU_BAL_AMT,ISU_DT,MAT_DT,NDY_APPLIED_YIELD,NDY_COV,NDY_DIRTY,NDY_DUR,NDY_EVAL_PRICE,PD_ABRV_ENG_NM,PD_ABRV_NM,PD_CTRY_CD,PD_ENG_NM,PD_EXG_MKT,PD_NM,PD_NO,PD_PBCM,PD_PEN_TR_YN,PD_RISK_GCD,PD_RISK_NM,PD_STD_INFO_UPDATE,PREF_TAX_YIELD,REMAINING_DAYS,SALE_YIELD_BASE_DT,SRFC_IRT,STD_PD_MCLS_NM,STD_PD_SCLS_NM,TRADE_PRICE,drv_is_perpetual,drv_maturity_status,drv_is_matured,drv_is_buyable,drv_crd_grd_norm,drv_crd_grd_rank,drv_risk_grade,drv_std_info_lag_days,drv_is_intl_bond
,4.099,,,,고정금리,이표채,신용카드채,공모,120000000000,,,,,2.1274,AA+,2025-12-08,KRW,,,9950.1,1.3364,9950.1,0.0,,0.0,0.0,99,100.0,2026-08-21,1,120000000000.0,2025-12-08,2028-01-07,4.099,2.1184,9951.21,1.3356,9951.21,SHINHAN CARD2280-2,신한카드2280-2,KR,SHINHAN CARD2280-2,장내,신한카드 2280-2,KR6032712FC7,신한카드(주),N,15,낮은위험(5등급),2026-08-21,,504.0,,3.24,회사채,일반사채,,N,active,N,Y,AA+,2,5,1,N
,4.324,,,,고정금리,이표채,할부금융채,공모,50000000000,,,,,4.4996,AA-,2026-07-24,KRW,,,10055.75,1.9829,10055.75,0.0,,0.0,0.0,99,100.0,2026-08-21,1,50000000000.0,2026-07-24,2028-09-22,4.324,4.4876,10056.92,1.9828,10056.92,HANA CAPITAL486-6,하나캐피탈486-6,KR,HANA CAPITAL486-6,장내,하나캐피탈486-6,KR601980HG72,하나캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,763.0,,4.436,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,3.142,,,,고정금리,이표채,할부금융채,공모,40000000000,,,,,0.0028,AA-,2023-08-29,KRW,,,10113.17,0.0183,10113.17,0.0,,0.0,0.0,99,100.0,2026-08-21,1,40000000000.0,2023-08-29,2026-08-28,3.142,0.0017,10114.04,0.0163,10114.04,HANA CAPITAL400-6,하나캐피탈400-6,KR,HANA CAPITAL400-6,장내,하나캐피탈400-6,KR601980WD84,하나캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,7.0,,4.784,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,3.953,,,,고정금리,이표채,유동화회사채,공모,21000000000,,,,,0.7479,AAA,2026-05-29,KRW,,,9998.61,0.7856,9998.61,0.0,,0.0,0.0,99,100.0,2026-08-21,1,21000000000.0,2026-06-09,2027-06-09,3.953,0.7436,9999.68,0.784,9999.68,Uplus 5G 87th SEC1-6,유플러스파이브지87유1-6,KR,Uplus 5G Eighty Seventh Securitization Specialty1-6,장내,유플러스파이브지제팔십칠차유동화전문1-6,KR60208TGG63,유플러스파이브지제팔십칠차유동화전문,N,15,낮은위험(5등급),2026-08-21,,292.0,,3.779,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,3.975,,,,고정금리,이표채,유동화회사채,공모,20000000000,,,,,1.0553,AAA,2026-05-29,KRW,,,10004.78,0.9459,10004.78,0.0,,0.0,0.0,99,100.0,2026-08-21,1,20000000000.0,2026-06-09,2027-08-09,3.975,1.0504,10005.87,0.9443,10005.87,Uplus 5G 87th SEC1-7,유플러스파이브지87유1-7,KR,Uplus 5G Eighty Seventh Securitization Specialty1-7,장내,유플러스파이브지제팔십칠차유동화전문1-7,KR60208THG62,유플러스파이브지제팔십칠차유동화전문,N,15,낮은위험(5등급),2026-08-21,,353.0,,3.892,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,3.338,,,,고정금리,이표채,유동화회사채,공모,5000000000,,,,,0.0879,AAA,2026-06-16,KRW,,,10024.17,0.2581,10024.17,0.0,,0.0,0.0,99,100.0,2026-08-21,1,5000000000.0,2026-06-25,2026-11-25,3.338,0.0866,10025.07,0.2562,10025.07,T-WORLD 124TH SEC1-5,티월드제일백이십사차1-5,KR,T-WORLD 124TH SECURITIZATION SPECIALTY1-5,장내,티월드제일백이십사차유동화전문1-5,KR60209K5G61,티월드제일백이십사차유동화전문(유),N,15,낮은위험(5등급),2026-08-21,,96.0,,3.337,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,4.5,,,,고정금리,이표채,유동화회사채,공모,5000000000,,,,,6.7766,AAA,2026-06-16,KRW,,,10006.03,2.5146,10006.03,0.0,,0.0,0.0,99,100.0,2026-08-21,1,5000000000.0,2026-06-25,2029-04-25,4.5,6.7661,10007.24,2.5133,10007.24,T-WORLD 124TH SEC1-26,티월드제일백이십사차1-26,KR,T-WORLD 124TH SECURITIZATION SPECIALTY1-26,장내,티월드제일백이십사차유동화전문1-26,KR60209KSG67,티월드제일백이십사차유동화전문(유),N,15,낮은위험(5등급),2026-08-21,,978.0,,4.398,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,4.476,,,,고정금리,이표채,유동화회사채,공모,4500000000,,,,,9.4702,AAA,2026-06-19,KRW,,,10024.69,2.3677,10024.69,0.0,,0.0,0.0,99,100.0,2026-08-21,1,4500000000.0,2026-06-30,2030-06-30,4.476,13.4598,10025.87,2.7701,10025.87,JBWooriCapital25SEC1-8,제이비우리캐피탈25유1-8,KR,JB Woori Capital Auto 25th Securitization Specilaty1-8,장내,제이비우리캐피탈오토제이십오차유동화전문1-8(콜),KR60209W8G63,제이비우리캐피탈오토제이십오차유동화,N,15,낮은위험(5등급),2026-08-21,,1409.0,,4.469,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,3.404,,,,고정금리,이표채,유동화회사채,공모,20000000000,,,,,0.0738,AAA,2026-06-16,KRW,,,10025.12,0.1757,10025.12,0.0,,0.0,0.0,99,100.0,2026-08-21,1,20000000000.0,2026-06-25,2026-11-25,3.404,0.0867,10026.02,0.1738,10026.02,BavarianSkyKorea10th1-5,바바리안스카이10차1-5,KR,Bavarian Sky Korea 10th Asset Securitization Specialty1-5,장내,바바리안스카이코리아제10차유동화전문 1-5(콜),KR60210W5G64,바바리안스카이코리아제10차유동화전문,N,15,낮은위험(5등급),2026-08-21,,96.0,,3.417,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,4.349,,,,고정금리,이표채,유동화회사채,공모,25000000000,,,,,1.5761,AAA,2026-06-16,KRW,,,10031.5,1.0356,10031.5,0.0,,0.0,0.0,99,100.0,2026-08-21,1,25000000000.0,2026-06-25,2028-03-25,4.349,1.6833,10032.6,1.0247,10032.6,BavarianSkyKorea10th1-21,바바리안스카이10차1-21,KR,Bavarian Sky Korea 10th Asset Securitization Specialty1-21,장내,바바리안스카이코리아제10차유동화전문 1-21(콜),KR60210WMG66,바바리안스카이코리아제10차유동화전문,N,15,낮은위험(5등급),2026-08-21,,582.0,,4.342,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,3.221,,,,고정금리,이표채,시설대여채(리스),공모,40000000000,,,,,0.0606,AA-,2024-10-21,KRW,,,10029.19,0.1641,10029.19,0.0,,0.0,0.0,99,100.0,2026-08-21,1,40000000000.0,2024-10-21,2026-10-21,3.221,0.0571,10030.07,0.1623,10030.07,KB CAPITAL546-5,케이비캐피탈546-5,KR,KB CAPITAL546-5,장내,케이비캐피탈 546-5,KR6021965EA1,케이비캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,61.0,,3.31,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,4.235,,,,고정금리,이표채,시설대여채(리스),공모,40000000000,,,,,2.9197,AA-,2025-04-11,KRW,,,9819.88,1.5845,9819.88,0.0,,0.0,0.0,99,100.0,2026-08-21,1,40000000000.0,2025-04-11,2028-04-10,4.235,2.9105,9821.0,1.5839,9821.0,KB CAPITAL555-5,케이비캐피탈555-5,KR,KB CAPITAL555-5,장내,케이비캐피탈555-5,KR6021965F49,케이비캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,598.0,,2.886,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,4.337,,,,고정금리,이표채,일반특수법인채,공모,130000000000,,,,,21.9442,AAA,2026-06-25,KRW,,,10002.45,4.4326,10002.45,0.0,,0.0,0.0,99,100.0,2026-08-21,1,130000000000.0,2026-07-31,2031-07-31,4.337,21.9248,10003.62,4.4346,10003.62,KOSME949(S),중소벤처기업진흥채권949(사),KR,Korea SMEs and Startups Agency949(S),장내,중소벤처기업진흥채권 949(사),KR351605GG70,중소벤처기업진흥공단,N,16,매우낮은위험(6등급),2026-08-21,,1805.0,,4.288,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,3.284,,,,고정금리,이표채,일반특수법인채,공모,80000000000,,,,,0.2821,AAA,2022-11-30,KRW,,,10188.77,0.4285,10188.77,0.0,,0.0,0.0,99,100.0,2026-08-21,1,80000000000.0,2022-11-30,2027-01-29,3.284,0.2771,10189.68,0.4268,10189.68,KOSME799(S),중소벤처기업진흥채권799(사),KR,Korea SMEs and Startups Agency799(S),장내,중소벤처기업진흥채권 799(사),KR351607GCB6,중소벤처기업진흥공단,N,16,매우낮은위험(6등급),2026-08-21,,161.0,,5.024,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.275,,,,고정금리,이표채,일반특수법인채,공모,50000000000,,,,,11.9404,AAA,2023-03-09,KRW,,,10078.27,3.2606,10078.27,0.0,,0.0,0.0,99,100.0,2026-08-21,1,50000000000.0,2023-03-09,2030-03-09,4.275,11.9256,10079.44,3.2615,10079.44,YEOSU GWANGYANG PORT2023-01,여수광양항만공사2023-01,KR,YEOSU GWANGYANG PORT AUTHORITY2023-01,장내,여수광양항만공사 2023-01,KR351901GD33,여수광양항만공사,N,16,매우낮은위험(6등급),2026-08-21,,1296.0,,4.257,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.431,,,,고정금리,이표채,일반특수법인채,공모,110000000000,,,,,26.8261,AAA,2021-12-03,KRW,,,9099.86,4.8688,9099.86,0.0,,0.0,0.0,99,100.0,2026-08-21,1,110000000000.0,2021-12-03,2031-12-03,4.431,26.8005,9100.95,4.876,9100.95,INCHEON INTER AIR169,인천국제공항공사169,KR,INCHEON INTERNATIONAL AIRPORT169,장내,인천국제공항공사169,KR352201GBC7,인천국제공항공사,N,16,매우낮은위험(6등급),2026-08-21,,1930.0,,2.393,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.169,,,,고정금리,이표채,일반특수법인채,공모,110000000000,,,,,8.7404,AAA,2024-07-04,KRW,,,9824.44,2.7047,9824.44,0.0,,0.0,0.0,99,100.0,2026-08-21,1,110000000000.0,2024-07-04,2029-07-04,4.169,8.7225,9825.53,2.7075,9825.53,INCHEON INTER AIR199,인천국제공항공사199,KR,INCHEON INTERNATIONAL AIRPORT199,장내,인천국제공항공사 199,KR352202GE77,인천국제공항공사,N,16,매우낮은위험(6등급),2026-08-21,,1048.0,,3.353,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.265,,,,고정금리,이표채,일반특수법인채,공모,120000000000,,,,,11.8699,AAA,2025-02-12,KRW,,,9582.17,3.2828,9582.17,0.0,,0.0,0.0,99,100.0,2026-08-21,1,120000000000.0,2025-02-12,2030-02-12,4.265,11.8555,9583.27,3.2837,9583.27,BPA47-1,부산항만공사47-1,KR,BUSAN PORT AUTHORITY47-1,장내,부산항만공사47-1,KR352301GF27,부산항만공사,N,16,매우낮은위험(6등급),2026-08-21,,1271.0,,2.943,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.001,,,,고정금리,이표채,일반특수법인채,공모,110000000000,,,,,3.6451,AAA,2025-06-24,KRW,,,9820.39,1.7807,9820.39,0.0,,0.0,0.0,99,100.0,2026-08-21,1,110000000000.0,2025-06-24,2028-06-24,4.001,3.6354,9821.45,1.7802,9821.45,BPA50-1,부산항만공사50-1,KR,BUSAN PORT AUTHORITY50-1,장내,부산항만공사50-1,KR352301GF68,부산항만공사,N,16,매우낮은위험(6등급),2026-08-21,,673.0,,2.742,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,3.902,,,,고정금리,이표채,일반지방공사채,공모,100000000000,,,,,1.5876,AA+,2024-10-23,KRW,,,9961.88,1.1416,9961.88,0.0,,0.0,0.0,99,100.0,2026-08-21,1,100000000000.0,2024-10-23,2027-10-23,3.902,1.5804,9962.93,1.1406,9962.93,GWANGJU METRO CITY24-4,광주도시공사24-4,KR,GWANGJU METROPOLITAN CITY 24-4,장내,광주광역시도시공사 24-4,KR352401GEA1,광주광역시도시공사,N,16,매우낮은위험(6등급),2026-08-21,,428.0,,3.339,특수채,일반사채,,N,active,N,Y,AA+,2,6,1,N
,3.989,,,,고정금리,이표채,일반특수법인채,공모,100000000000,,,,,5.1908,AAA,2025-11-13,KRW,,,9806.39,2.1439,9806.39,0.0,,0.0,0.0,99,100.0,2026-08-21,1,100000000000.0,2025-11-13,2028-11-13,3.989,5.1807,9807.44,2.1437,9807.44,ASSETMANAGEMENT131TH(S),자산관리공사제131회(사),KR,KOREA ASSET MANAGEMENT 131TH(S),장내,한국자산관리공사채권제131회 (사),KR352501GFB3,한국자산관리공사,N,16,매우낮은위험(6등급),2026-08-21,,815.0,,3.046,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.17,,,,고정금리,이표채,일반특수법인채,공모,130000000000,,,,,11.5309,AAA,2025-01-23,KRW,,,9607.17,3.2339,9607.17,0.0,,0.0,0.0,99,100.0,2026-08-21,1,130000000000.0,2025-01-23,2030-01-23,4.17,11.5156,9608.25,3.2347,9608.25,ASSETMANAGEMENT110TH(S),자산관리공사제110회(사),KR,KOREA ASSET MANAGEMENT 110TH(S),장내,한국자산관리공사채권제110회 (사),KR352502GF16,한국자산관리공사,N,16,매우낮은위험(6등급),2026-08-21,,1251.0,,2.862,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,3.965,,,,고정금리,이표채,일반특수법인채,공모,100000000000,,,,,4.5285,AAA,2023-09-25,KRW,,,10152.79,1.9851,10152.79,0.0,,0.0,0.0,99,100.0,2026-08-21,1,100000000000.0,2023-09-25,2028-09-25,3.965,4.5179,10153.87,1.9847,10153.87,ASSET MANAGEMENT73RD5009-25(S),자산관리공사제73회5009-25(사),KR,KOREA ASSET MANAGEMENT 73RD5009-25(S),장내,한국자산관리공사채권제73회5009-25(사),KR352503GD90,한국자산관리공사,N,16,매우낮은위험(6등급),2026-08-21,,766.0,,4.39,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,3.997,,,,고정금리,이표채,일반특수법인채,공모,100000000000,,,,,5.2467,AAA,2023-11-27,KRW,,,10094.77,2.1411,10094.77,0.0,,0.0,0.0,99,100.0,2026-08-21,1,100000000000.0,2023-11-27,2028-11-27,3.997,5.2372,10095.87,2.1408,10095.87,ASSET MANAGEMENT77TH5011-27(G),자산관리공사제77회5011-27(녹),KR,KOREA ASSET MANAGEMENT 77TH5011-27(G),장내,한국자산관리공사채권제77회 5011-27(녹),KR352503GDB4,한국자산관리공사,N,16,매우낮은위험(6등급),2026-08-21,,829.0,,4.003,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.268,,,,고정금리,이표채,시설대여채(리스),공모,30000000000,,,,,3.2891,AA-,2026-05-27,KRW,,,10064.24,1.677,10064.24,0.0,,0.0,0.0,99,100.0,2026-08-21,1,30000000000.0,2026-05-27,2028-05-26,4.268,3.2813,10065.4,1.6765,10065.4,KB CAPITAL584-3,케이비캐피탈584-3,KR,KB CAPITAL584-3,장내,케이비캐피탈584-3,KR6021966G54,케이비캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,644.0,,4.084,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,3.727,,,,고정금리,이표채,시설대여채(리스),공모,20000000000,,,,,0.4424,AA-,2024-10-21,KRW,,,10007.09,0.5628,10007.09,0.0,,0.0,0.0,99,100.0,2026-08-21,1,20000000000.0,2024-10-21,2027-03-19,3.727,0.4351,10008.1,0.5613,10008.1,KB CAPITAL546-7,케이비캐피탈546-7,KR,KB CAPITAL546-7,장내,케이비캐피탈 546-7,KR6021967EA7,케이비캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,210.0,,3.355,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,3.649,,,,고정금리,이표채,시설대여채(리스),공모,40000000000,,,,,0.3706,AA-,2025-04-29,KRW,,,9971.99,0.5075,9971.99,0.0,,0.0,0.0,99,100.0,2026-08-21,1,40000000000.0,2025-04-29,2027-02-26,3.649,0.364,9972.97,0.5059,9972.97,KB CAPITAL556-1,케이비캐피탈556-1,KR,KB CAPITAL556-1,장내,케이비캐피탈556-1,KR6021967F47,케이비캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,189.0,,2.76,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,4.064,,,,고정금리,이표채,시설대여채(리스),공모,30000000000,,,,,1.6303,AA-,2022-11-04,KRW,,,10394.18,1.1522,10394.18,0.0,,0.0,0.0,99,100.0,2026-08-21,1,30000000000.0,2022-11-04,2027-11-04,4.064,1.6236,10395.32,1.1512,10395.32,KB CAPITAL499-5,케이비캐피탈499-5,KR,KB CAPITAL499-5,장내,케이비캐피탈499-5,KR6021968CB7,케이비캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,440.0,,7.155,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,3.968,,,,고정금리,이표채,시설대여채(리스),공모,30000000000,,,,,1.2039,AA-,2026-03-24,KRW,,,10005.94,0.9832,10005.94,0.0,,0.0,0.0,99,100.0,2026-08-21,1,30000000000.0,2026-03-24,2027-08-24,3.968,1.1953,10007.01,0.9821,10007.01,KB CAPITAL579-2,케이비캐피탈579-2,KR,KB CAPITAL579-2,장내,케이비캐피탈579-2,KR6021969G36,케이비캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,368.0,,3.475,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,3.964,,,,고정금리,이표채,시설대여채(리스),공모,30000000000,,,,,1.1916,AA-,2024-11-22,KRW,,,10025.62,0.9707,10025.62,0.0,,0.0,0.0,99,100.0,2026-08-21,1,30000000000.0,2024-11-22,2027-08-20,3.964,1.1872,10026.7,0.9694,9984.55,KB CAPITAL548-7,케이비캐피탈548-7,KR,KB CAPITAL548-7,장내,케이비캐피탈548-7,KR602196BEB4,케이비캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,364.0,,3.372,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,3.55,,,,고정금리,이표채,시설대여채(리스),공모,10000000000,,,,,0.2901,AA-,2025-07-30,KRW,,,9973.81,0.4344,9973.81,0.0,,0.0,0.0,99,100.0,2026-08-21,1,10000000000.0,2025-07-30,2027-01-29,3.55,0.2859,9974.76,0.4328,9974.76,KB CAPITAL565-1,케이비캐피탈565-1,KR,KB CAPITAL565-1,장내,케이비캐피탈565-1,KR602196BF77,케이비캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,161.0,,2.593,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,4.367,,,,고정금리,이표채,시설대여채(리스),공모,50000000000,,,,,5.58,AA-,2025-12-23,KRW,,,9855.82,2.2196,9855.82,0.0,,0.0,0.0,99,100.0,2026-08-21,1,50000000000.0,2025-12-23,2028-12-21,4.367,5.5686,9856.98,2.2196,9856.98,KB CAPITAL572-4,케이비캐피탈572-4,KR,KB CAPITAL572-4,장내,케이비캐피탈572-4,KR602196DFC5,케이비캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,853.0,,3.464,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,3.637,,,,고정금리,이표채,시설대여채(리스),공모,70000000000,,,,,0.3552,AA-,2024-07-22,KRW,,,10017.63,0.496,10017.63,0.0,,0.0,0.0,99,100.0,2026-08-21,1,70000000000.0,2024-07-22,2027-02-22,3.637,0.3483,10018.61,0.4944,10018.61,KB CAPITAL540-8,케이비캐피탈540-8,KR,KB CAPITAL540-8,장내,케이비캐피탈540-8,KR602196FE74,케이비캐피탈(주),N,15,낮은위험(5등급),2026-08-21,,185.0,,3.433,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,3.961,,,,고정금리,이표채,유동화회사채,공모,5000000000,,,,,0.754,AAA,2026-07-14,KRW,,,10029.82,0.8237,10029.82,0.0,,0.0,0.0,99,100.0,2026-08-21,1,5000000000.0,2026-07-24,2027-06-24,3.961,0.7505,10030.89,0.8219,10030.89,T-WORLD 125TH SEC1-11,티월드제일백이십오차1-11,KR,T-WORLD 125TH SECURITIZATION SPECIALTY1-11,장내,티월드제일백이십오차유동화전문1-11,KR60222CBG77,티월드제일백이십오차유동화전문(유),N,15,낮은위험(5등급),2026-08-21,,307.0,,3.962,회사채,일반사채,,N,active,N,Y,AAA,1,5,1,N
,4.435,,,,고정금리,이표채,일반회사채,공모,160000000000,,,,,3.0808,AA-,2025-04-30,KRW,,,9791.93,1.6306,9791.93,0.0,,0.0,0.0,99,100.0,2026-08-21,1,160000000000.0,2025-04-30,2028-04-28,4.435,3.0719,9793.1,1.6301,9793.1,LOTTE SHOPPING105-2,롯데쇼핑105-2,KR,LOTTE SHOPPING105-2,장내,롯데쇼핑 105-2,KR6023532F49,롯데쇼핑(주),N,15,낮은위험(5등급),2026-08-21,,616.0,,3.035,회사채,일반사채,,N,active,N,Y,AA-,4,5,1,N
,3.92,,,,고정금리,이표채,시설대여채(리스),공모,30000000000,,,,,0.0218,A0,2024-09-25,KRW,,,10086.49,0.0864,10086.49,0.0,,0.0,0.0,99,100.0,2026-08-21,1,30000000000.0,2024-09-25,2026-09-22,3.92,0.0188,10087.56,0.0845,10087.56,HAN KOOK CAPITAL535-3,한국캐피탈535-3,KR,HAN KOOK CAPITAL535-3,장내,한국캐피탈535-3,KR6023763E99,한국캐피탈(주),N,14,보통위험(4등급),2026-08-21,,32.0,,4.969,회사채,일반사채,,N,active,N,Y,A,6,4,1,N
,4.133,,,,고정금리,이표채,일반특수법인채,공모,120000000000,,,,,9.0463,AAA,2024-08-28,KRW,,,9791.6,2.8459,9791.6,0.0,,0.0,0.0,99,100.0,2026-08-21,1,120000000000.0,2024-08-28,2029-08-28,4.133,9.0339,9792.7,2.8463,9792.7,ASSET MANAGEMENT97TH5008-28(S),자산관리공사제97회5008-28(사),KR,KOREA ASSET MANAGEMENT 97TH5008-28(S),장내,한국자산관리공사채권제97회 5008-28(사),KR352503GE81,한국자산관리공사,N,16,매우낮은위험(6등급),2026-08-21,,1103.0,,3.139,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.425,,,,고정금리,이표채,일반특수법인채,공모,250000000000,,,,,30.1766,AAA,2012-06-12,KRW,,,9885.87,5.1034,9885.87,0.0,,0.0,0.0,99,100.0,2026-08-21,1,250000000000.0,2012-06-12,2032-06-12,4.425,30.1499,9887.05,5.1109,9887.05,KR202,국가철도공단채권202,KR,KOREA NATIONAL RAILWAY BOND202,장내,국가철도공단채권 202,KR3527017262,국가철도공단,N,16,매우낮은위험(6등급),2026-08-21,,2122.0,,4.05,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.448,,,,고정금리,이표채,일반특수법인채,공모,100000000000,,,,,38.8535,AAA,2013-04-02,KRW,,,9413.74,5.8118,9413.74,0.0,,0.0,0.0,99,100.0,2026-08-21,1,100000000000.0,2013-04-02,2033-04-02,4.448,38.826,9414.88,5.8206,9414.88,KR221,국가철도공단채권221,KR,KOREA NATIONAL RAILWAY BOND221,장내,국가철도공단채권 221,KR3527017346,국가철도공단,N,16,매우낮은위험(6등급),2026-08-21,,2416.0,,3.2,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.866,,,,고정금리,이표채,일반특수법인채,공모,160000000000,,,,,272.5135,AAA,2017-04-06,KRW,,,6938.36,14.7789,6938.36,0.0,,0.0,0.0,99,100.0,2026-08-21,1,160000000000.0,2017-04-06,2047-04-06,4.866,272.4997,6939.28,14.8085,6939.28,KR295,국가철도공단채권295,KR,KOREA NATIONAL RAILWAY BOND295,장내,국가철도공단채권 295,KR352701G749,국가철도공단,N,16,매우낮은위험(6등급),2026-08-21,,7533.0,,2.428,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.88,,,,고정금리,이표채,일반특수법인채,공모,120000000000,,,,,313.6003,AAA,2018-11-13,KRW,,,6447.43,15.846,6447.43,0.0,,0.0,0.0,99,100.0,2026-08-21,1,120000000000.0,2018-11-13,2048-11-13,4.88,313.5891,6448.27,15.8779,6448.27,KR321,국가철도공단채권321,KR,KOREA NATIONAL RAILWAY BOND321,장내,국가철도공단채권 321,KR352701G8B4,국가철도공단,N,16,매우낮은위험(6등급),2026-08-21,,8120.0,,2.2,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.902,,,,고정금리,이표채,일반특수법인채,공모,80000000000,,,,,331.546,AAA,2022-04-20,KRW,,,7913.49,15.5882,7913.49,0.0,,0.0,0.0,99,100.0,2026-08-21,1,80000000000.0,2022-04-20,2052-04-20,4.902,331.4925,7914.54,15.6181,7914.54,KR373,국가철도공단채권373,KR,KOREA NATIONAL RAILWAY BOND373,장내,국가철도공단채권373,KR352701GC42,국가철도공단,N,16,매우낮은위험(6등급),2026-08-21,,9374.0,,3.387,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,3.08,,,,고정금리,이표채,일반특수법인채,공모,100000000000,,,,,0.1289,AAA,2021-11-12,KRW,,,10046.75,0.2227,10046.75,0.0,,0.0,0.0,99,100.0,2026-08-21,1,100000000000.0,2021-11-12,2026-11-12,3.08,0.1173,10047.58,0.2211,10047.58,KR366,국가철도공단채권366,KR,KOREA NATIONAL RAILWAY BOND366,장내,국가철도공단채권366,KR352702GBB6,국가철도공단,N,16,매우낮은위험(6등급),2026-08-21,,83.0,,2.331,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
,4.902,,,,고정금리,이표채,일반특수법인채,공모,190000000000,,,,,364.1561,AAA,2021-11-17,KRW,,,6472.07,16.7259,6472.07,0.0,,0.0,0.0,99,100.0,2026-08-21,1,190000000000.0,2021-11-17,2051-11-17,4.902,364.1245,6472.92,16.759,6472.92,KR368,국가철도공단채권368,KR,KOREA NATIONAL RAILWAY BOND368,장내,국가철도공단채권368,KR352704GBB2,국가철도공단,N,16,매우낮은위험(6등급),2026-08-21,,9219.0,,2.408,특수채,공사채,,N,active,N,Y,AAA,1,6,1,N
